ID,EC1,EC2,EC3,EC4,EC5,EC6,SI1,SI2,SI3,SI4,PBC1,PBC2,PBC3,PBC4,PBC5,CNS1,CNS2,CNS3,CNS4,CNS5,CNS6,CNS7,CNS8,GC1,GC2,GC3,GC4,GC5,GC6,GC7,GC8,GC9,GC10,GC11,GC12,GC13,PM1,PM2,PM3,PM4,PM5,Gender,Age,Marital_status,Education,Ethnicity,No_household,Income,Occupation,Work_category,TotalEC,TotalSI,TotalPBC,TotalCNS,TotalGC
297,3,3,5,5,5,5,4,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,5,5,5,4,5,1,1,1,5,4,4,3,3,3,3,4,4,4,1,2,1,5,1,2,2,2,5,16,17,22,32,46
298,5,4,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,1,3,1,5,2,3,2,2,5,17,20,23,36,55
299,2,3,3,4,4,5,2,3,3,3,2,4,4,4,3,2,2,4,2,2,2,2,2,5,4,3,3,4,3,3,2,2,4,3,4,4,3,3,3,3,1,2,1,4,5,1,3,1,3,5,12,11,17,18,44
300,4,5,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,2,4,4,4,3,1,3,2,4,2,4,4,5,2,1,6,1,13,17,12,20,27,50
301,4,3,4,4,5,5,3,3,4,4,4,4,4,5,5,2,2,2,2,2,2,2,2,2,2,2,4,2,3,3,2,2,3,3,3,3,3,2,4,5,5,2,2,4,5,2,2,3,1,14,15,14,22,16,34
302,5,4,5,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,3,4,5,5,5,5,5,5,5,2,5,5,1,3,1,4,2,2,3,1,7,18,16,21,30,55
303,5,3,5,5,4,4,5,5,5,4,5,5,5,5,5,4,5,5,4,4,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,5,5,2,2,4,5,2,3,2,1,14,18,19,25,33,65
304,5,4,5,5,5,5,4,4,4,4,4,4,3,4,4,2,2,4,2,1,1,1,1,5,5,5,5,5,4,5,3,4,4,4,4,4,2,1,2,4,5,2,2,4,5,2,3,6,1,14,19,16,19,14,57
305,3,1,4,2,4,4,3,2,2,2,2,5,3,4,4,2,2,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,4,5,5,2,2,4,5,2,2,3,1,14,10,9,18,20,32
306,3,2,4,3,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,3,3,3,3,4,4,4,3,4,4,3,3,4,3,4,4,4,3,2,5,5,4,2,3,2,5,2,1,3,1,2,12,16,17,27,48
307,4,2,3,4,4,4,4,4,3,4,2,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,1,1,1,1,4,2,3,4,5,2,3,3,1,5,13,15,18,30,48
308,2,2,4,3,5,5,2,3,4,3,5,5,4,4,4,4,4,5,4,4,4,2,2,5,5,5,3,3,4,4,4,4,3,4,4,4,2,1,3,4,4,2,2,1,5,2,2,3,1,14,11,12,22,29,52
309,2,2,2,2,4,4,2,2,2,2,2,4,4,4,4,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,2,2,2,1,1,1,5,1,2,5,5,2,2,4,5,2,1,2,1,14,8,8,18,11,37
310,4,2,4,4,4,4,1,2,2,2,3,4,4,4,4,1,1,2,1,1,1,1,1,4,3,4,5,5,3,2,3,2,3,3,3,2,2,2,5,4,5,2,2,4,5,2,2,2,1,5,14,7,19,9,42
311,3,2,3,3,4,4,3,3,4,3,3,3,3,3,3,2,2,4,2,2,2,1,2,4,4,4,4,1,4,4,4,4,4,4,4,4,2,1,2,5,5,1,2,3,5,2,3,2,1,14,11,13,15,17,49
312,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,5,2,2,3,2,3,16,14,20,25,52
